Timestamp (UTC_TIME)	XBH4.EXPT.GIF.001:COUNTS	XBH4.EXPT.GIF.002:COUNTS	XBH4.EXPT.GIF.003:COUNTS	XBH4.EXPT.GIF.004:COUNTS
2016-08-23 03:05:10.935	13153	10848	5300	0
2016-08-23 03:05:28.935	12868	10763	5265	0
2016-08-23 03:05:46.935	13145	10970	5454	0
2016-08-23 03:06:04.935	12938	10585	5289	0
2016-08-23 03:06:22.935	12884	10683	5182	0
2016-08-23 03:06:40.935	12468	10382	5050	0
2016-08-23 03:06:58.935	13215	10975	5361	0
2016-08-23 03:07:16.935	13726	11405	5596	0
2016-08-23 03:07:34.935	12955	10669	5205	0
2016-08-23 03:08:15.735	12640	10453	5197	0
2016-08-23 03:08:56.535	12583	10425	5120	0
